item_id,name,flag,column,url,filename,local_file
11442861033,GHALI NA'ABA CRESCENT,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2808028702/TimePhoto_20260306_111211.jpg,TimePhoto_20260306_111211.jpg,11442861033_external_ghali-na-aba-crescent_TimePhoto_20260306_111211.jpg
11442861033,GHALI NA'ABA CRESCENT,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2808011785/TimePhoto_20260306_111140.jpg,TimePhoto_20260306_111140.jpg,11442861033_internal_ghali-na-aba-crescent_TimePhoto_20260306_111140.jpg
11442861033,GHALI NA'ABA CRESCENT,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2808033957/TimePhoto_20260306_111219.jpg,TimePhoto_20260306_111219.jpg,11442861033_internal_ghali-na-aba-crescent_TimePhoto_20260306_111219.jpg
11442861033,GHALI NA'ABA CRESCENT,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2808016438/TimePhoto_20260306_111458.jpg,TimePhoto_20260306_111458.jpg,11442861033_pole_ghali-na-aba-crescent_TimePhoto_20260306_111458.jpg
11443056145,JOHN CHUKWU CRESCENT,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2808083855/TimePhoto_20260306_111651.jpg,TimePhoto_20260306_111651.jpg,11443056145_external_john-chukwu-crescent_TimePhoto_20260306_111651.jpg
11443056145,JOHN CHUKWU CRESCENT,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2808084318/TimePhoto_20260306_114222.jpg,TimePhoto_20260306_114222.jpg,11443056145_internal_john-chukwu-crescent_TimePhoto_20260306_114222.jpg
11443056145,JOHN CHUKWU CRESCENT,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2808084930/TimePhoto_20260306_114607.jpg,TimePhoto_20260306_114607.jpg,11443056145_pole_john-chukwu-crescent_TimePhoto_20260306_114607.jpg
11443122667,JOHN CHUKWU CRESCENT SECOND SITE,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2808106519/TimePhoto_20260306_115527.jpg,TimePhoto_20260306_115527.jpg,11443122667_external_john-chukwu-crescent-second-site_TimePhoto_20260306_115527.jpg
11443122667,JOHN CHUKWU CRESCENT SECOND SITE,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2808107176/TimePhoto_20260306_121846.jpg,TimePhoto_20260306_121846.jpg,11443122667_internal_john-chukwu-crescent-second-site_TimePhoto_20260306_121846.jpg
11443122667,JOHN CHUKWU CRESCENT SECOND SITE,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2808107554/TimePhoto_20260306_122200.jpg,TimePhoto_20260306_122200.jpg,11443122667_pole_john-chukwu-crescent-second-site_TimePhoto_20260306_122200.jpg
